timestamp,outdoor_temp,fixed_load,setpoint_temp,min_temp
2025-01-01 00:00:00,-2.5634819545051375,0.6080397781467946,21,19
2025-01-01 00:15:00,-5.587181698846615,1.0240073304384902,21,19
2025-01-01 00:30:00,-5.1327967716848395,1.1145375095016716,21,19
2025-01-01 00:45:00,-5.623867795976855,1.3796797747754663,21,19
2025-01-01 01:00:00,-2.3944888512438833,0.890538456444093,21,19
2025-01-01 01:15:00,-6.828810699297007,1.053030701106969,21,19
2025-01-01 01:30:00,-0.45028650721301844,0.5,21,19
2025-01-01 01:45:00,-3.908766317078621,0.8035846758828059,21,19
2025-01-01 02:00:00,-1.9976136672401332,1.2038565446877856,21,19
2025-01-01 02:15:00,-2.5704802764577517,1.4172478823169539,21,19
2025-01-01 02:30:00,0.26422546901580013,1.0209088645821196,21,19
2025-01-01 02:45:00,-4.76508820367724,1.7434959184674113,21,19
2025-01-01 03:00:00,-1.918983564563276,1.6774563757984837,21,19
2025-01-01 03:15:00,-1.7875071832009497,1.1555113717054728,21,19
2025-01-01 03:30:00,0.69659414797778,0.5,21,19
2025-01-01 03:45:00,-2.464004509658403,0.6932560081969904,21,19
2025-01-01 04:00:00,-0.9012210931892669,1.0214306000965223,21,19
2025-01-01 04:15:00,-1.8068314762172624,1.6188751562080042,21,19
2025-01-01 04:30:00,-0.29390918747807493,1.40748306187602,21,19
2025-01-01 04:45:00,0.6295054020495016,0.7172171579456829,21,19
2025-01-01 05:00:00,-1.803927436122729,1.3086275077685519,21,19
2025-01-01 05:15:00,1.6346109391213328,1.8935681452028796,21,19
2025-01-01 05:30:00,1.318932412657384,1.3298162753244112,21,19
2025-01-01 05:45:00,0.7475913540943262,1.250217237480689,21,19
2025-01-01 06:00:00,1.3506004488589622,2.124654203138614,21,19
2025-01-01 06:15:00,-1.0426693237281506,1.5573125337756706,21,19
2025-01-01 06:30:00,-0.23959598527062959,1.430384694220097,21,19
2025-01-01 06:45:00,-1.5187199974706072,1.7116999630203573,21,19
2025-01-01 07:00:00,-0.5980637387547835,1.643850872293149,21,19
2025-01-01 07:15:00,0.4971301506880854,1.5414039037502936,21,19
