timestamp,outdoor_temp,fixed_load,setpoint_temp,min_temp
2025-01-01 00:00:00,-2.5634819545051375,1.0929450275822465,22,18
2025-01-01 00:15:00,-5.587181698846615,1.3164894167452381,22,18
2025-01-01 00:30:00,-5.1327967716848395,1.0328667983572604,22,18
2025-01-01 00:45:00,-5.623867795976855,1.034035313649501,22,18
2025-01-01 01:00:00,-2.3944888512438833,0.7870544210539576,22,18
2025-01-01 01:15:00,-6.828810699297007,0.9177299642376915,22,18
2025-01-01 01:30:00,-0.45028650721301844,0.9009398181998872,22,18
2025-01-01 01:45:00,-3.908766317078621,1.564280390416251,22,18
2025-01-01 02:00:00,-1.9976136672401332,1.1405234251654217,22,18
2025-01-01 02:15:00,-2.5704802764577517,0.7861676340185361,22,18
2025-01-01 02:30:00,0.26422546901580013,1.2250092617502344,22,18
2025-01-01 02:45:00,-4.76508820367724,1.0689881525186098,22,18
2025-01-01 03:00:00,-1.918983564563276,0.5,22,18
2025-01-01 03:15:00,-1.7875071832009497,1.317662830584061,22,18
2025-01-01 03:30:00,0.69659414797778,0.7336497914054368,22,18
2025-01-01 03:45:00,-2.464004509658403,1.4000652470156592,22,18
2025-01-01 04:00:00,-0.9012210931892669,0.9664091683755931,22,18
2025-01-01 04:15:00,-1.8068314762172624,0.8466254857128075,22,18
2025-01-01 04:30:00,-0.29390918747807493,1.4627038708356033,22,18
2025-01-01 04:45:00,0.6295054020495016,0.8972333732301212,22,18
2025-01-01 05:00:00,-1.803927436122729,1.2432474953864645,22,18
2025-01-01 05:15:00,1.6346109391213328,1.470872951310294,22,18
2025-01-01 05:30:00,1.318932412657384,1.6259274384536229,22,18
2025-01-01 05:45:00,0.7475913540943262,1.6986734835955843,22,18
2025-01-01 06:00:00,1.3506004488589622,1.4973825858170686,22,18
2025-01-01 06:15:00,-1.0426693237281506,1.2915710684295596,22,18
2025-01-01 06:30:00,-0.23959598527062959,2.1512764516471985,22,18
2025-01-01 06:45:00,-1.5187199974706072,1.4248554192102942,22,18
2025-01-01 07:00:00,-0.5980637387547835,2.1797781488268715,22,18
2025-01-01 07:15:00,0.4971301506880854,1.534389095235614,22,18
2025-01-01 07:30:00,-1.4586244943126765,2.0492334203290272,22,18
2025-01-01 07:45:00,-1.1590161930659066,2.051660243174384,22,18
2025-01-01 08:00:00,-1.7567954872517042,1.4458245126775393,22,18
2025-01-01 08:15:00,-2.174684388814618,1.893749683443341,22,18
2025-01-01 08:30:00,-2.1124828024446662,2.040205787994025,22,18
2025-01-01 08:45:00,-1.3403773450126943,2.0489354222698437,22,18
2025-01-01 09:00:00,-3.2291984773600872,1.8025313673103758,22,18
2025-01-01 09:15:00,-1.4485337507577798,1.9747885690502731,22,18
2025-01-01 09:30:00,0.42862952712716984,1.7861015928888064,22,18
