timestamp,outdoor_temp,fixed_load,setpoint_temp,min_temp
2025-01-01 00:00:00,-2.5634819545051375,0.9162706835370129,22,20
2025-01-01 00:15:00,-5.587181698846615,1.4879479121768129,22,20
2025-01-01 00:30:00,-5.1327967716848395,1.0083737682406653,22,20
2025-01-01 00:45:00,-5.623867795976855,0.8014019384764273,22,20
2025-01-01 01:00:00,-2.3944888512438833,1.2039365961529973,22,20
2025-01-01 01:15:00,-6.828810699297007,0.8471500198284285,22,20
2025-01-01 01:30:00,-0.45028650721301844,1.3758787711178881,22,20
2025-01-01 01:45:00,-3.908766317078621,1.1442154471628214,22,20
2025-01-01 02:00:00,-1.9976136672401332,1.4850055784322935,22,20
2025-01-01 02:15:00,-2.5704802764577517,0.8875923114800843,22,20
2025-01-01 02:30:00,0.26422546901580013,2.0146868790134125,22,20
2025-01-01 02:45:00,-4.76508820367724,1.3739646490179604,22,20
2025-01-01 03:00:00,-1.918983564563276,1.345755653639766,22,20
2025-01-01 03:15:00,-1.7875071832009497,1.1583505849556166,22,20
2025-01-01 03:30:00,0.69659414797778,0.9817802906181592,22,20
2025-01-01 03:45:00,-2.464004509658403,0.9661953176517095,22,20
2025-01-01 04:00:00,-0.9012210931892669,1.2139950502545693,22,20
2025-01-01 04:15:00,-1.8068314762172624,1.0449418881828147,22,20
2025-01-01 04:30:00,-0.29390918747807493,1.3992040892154156,22,20
2025-01-01 04:45:00,0.6295054020495016,1.0976622732583303,22,20
2025-01-01 05:00:00,-1.803927436122729,1.5635820666813032,22,20
2025-01-01 05:15:00,1.6346109391213328,1.696396244071354,22,20
2025-01-01 05:30:00,1.318932412657384,1.230505529294522,22,20
2025-01-01 05:45:00,0.7475913540943262,1.833013942989797,22,20
2025-01-01 06:00:00,1.3506004488589622,1.4368843916575245,22,20
2025-01-01 06:15:00,-1.0426693237281506,1.8878760385626339,22,20
2025-01-01 06:30:00,-0.23959598527062959,1.7055817280432923,22,20
2025-01-01 06:45:00,-1.5187199974706072,1.9433483118690011,22,20
2025-01-01 07:00:00,-0.5980637387547835,1.3395955157220176,22,20
2025-01-01 07:15:00,0.4971301506880854,1.6381083911870542,22,20
2025-01-01 07:30:00,-1.4586244943126765,2.1362764905037657,22,20
2025-01-01 07:45:00,-1.1590161930659066,1.5452595271848704,22,20
2025-01-01 08:00:00,-1.7567954872517042,1.1483244191863693,22,20
2025-01-01 08:15:00,-2.174684388814618,1.2043875768985353,22,20
2025-01-01 08:30:00,-2.1124828024446662,1.0616559834339503,22,20
2025-01-01 08:45:00,-1.3403773450126943,1.2043916092378228,22,20
2025-01-01 09:00:00,-3.2291984773600872,1.7387208534389997,22,20
2025-01-01 09:15:00,-1.4485337507577798,2.267758980280946,22,20
2025-01-01 09:30:00,0.42862952712716984,1.7718397133335217,22,20
2025-01-01 09:45:00,-1.2217751154940282,2.0201058322908976,22,20
2025-01-01 10:00:00,-2.908016363357056,1.9067394285541623,22,20
2025-01-01 10:15:00,-4.247534143650803,1.9570679511553886,22,20
2025-01-01 10:30:00,-4.3417682060136755,1.9168225803763157,22,20
2025-01-01 10:45:00,-0.9950679115360583,1.9257637874747817,22,20
2025-01-01 11:00:00,-3.776668767602199,2.125012528617108,22,20
2025-01-01 11:15:00,-5.132520518450362,1.6403858502689668,22,20
2025-01-01 11:30:00,-4.218399121746487,2.3005796044729228,22,20
2025-01-01 11:45:00,-1.6843004486951965,2.275732008644792,22,20
2025-01-01 12:00:00,-4.985078417864098,1.941209426407693,22,20
2025-01-01 12:15:00,-4.569422986691185,2.23915947854216,22,20
2025-01-01 12:30:00,-5.37271747146993,1.782777323824208,22,20
2025-01-01 12:45:00,-6.675494369974036,1.8254963914614013,22,20
2025-01-01 13:00:00,-8.180027483955536,2.024897045848204,22,20
2025-01-01 13:15:00,-7.302983318231898,1.910215924774272,22,20
2025-01-01 13:30:00,-7.39725065253862,1.8198818577230944,22,20
2025-01-01 13:45:00,-6.4998021784120725,1.7380024639672655,22,20
2025-01-01 14:00:00,-6.406683522828212,1.7557992096746546,22,20
2025-01-01 14:15:00,-6.542273139507031,2.18625912044642,22,20
2025-01-01 14:30:00,-7.771461714635194,1.3012035337279235,22,20
2025-01-01 14:45:00,-7.119055299186738,1.9679609117063441,22,20
2025-01-01 15:00:00,-9.81021646486064,1.7677097002689743,22,20
2025-01-01 15:15:00,-7.015084160960631,2.031932229236663,22,20
2025-01-01 15:30:00,-8.323729342806448,1.9416864154332816,22,20
2025-01-01 15:45:00,-9.721102815581768,0.9247244465947306,22,20
2025-01-01 16:00:00,-8.703336877411814,1.9060645646325716,22,20
2025-01-01 16:15:00,-9.692224202806871,1.7981299853610109,22,20
2025-01-01 16:30:00,-8.004152869403667,1.676705438208787,22,20
2025-01-01 16:45:00,-7.524043156050942,1.498099309497555,22,20
2025-01-01 17:00:00,-6.606571044118254,1.8626341819585601,22,20
2025-01-01 17:15:00,-12.03948385623955,1.4502230309426112,22,20
2025-01-01 17:30:00,-12.149093173177732,2.0917049607310716,22,20
2025-01-01 17:45:00,-10.756015319382023,1.677581829031473,22,20
2025-01-01 18:00:00,-9.753794241569778,2.1165565428952338,22,20
2025-01-01 18:15:00,-8.652292950093853,1.2065974824391361,22,20
2025-01-01 18:30:00,-9.444072953499504,0.8827820407640894,22,20
2025-01-01 18:45:00,-12.880303153432656,1.5916941356753447,22,20
2025-01-01 19:00:00,-10.214588600418324,1.6013027213301116,22,20
2025-01-01 19:15:00,-8.400808228537667,1.3250094046573169,22,20
2025-01-01 19:30:00,-9.16481404761822,0.8224848501073605,22,20
2025-01-01 19:45:00,-8.214404447668347,1.1204196926699101,22,20
2025-01-01 20:00:00,-9.51932460522818,1.4119215811148866,22,20
2025-01-01 20:15:00,-9.297077087869617,1.1442065286623637,22,20
2025-01-01 20:30:00,-8.508732262319247,1.1389115635961968,22,20
2025-01-01 20:45:00,-7.949564770644599,1.0967439172652298,22,20
2025-01-01 21:00:00,-8.027673280379085,0.8464148648199725,22,20
2025-01-01 21:15:00,-7.892550594737149,0.9455236474767231,22,20
2025-01-01 21:30:00,-8.809568716191906,0.6580289582698302,22,20
2025-01-01 21:45:00,-6.95748200919284,1.598759744014521,22,20
2025-01-01 22:00:00,-7.050312127776876,0.9100234725482237,22,20
2025-01-01 22:15:00,-5.23826998459438,1.1821381770565749,22,20
2025-01-01 22:30:00,-4.825120526171155,0.7205255957572896,22,20
2025-01-01 22:45:00,-6.029665078543179,1.25575401674165,22,20
2025-01-01 23:00:00,-6.548512562392572,0.5,22,20
2025-01-01 23:15:00,-6.617556467891676,1.2805525007529992,22,20
2025-01-01 23:30:00,-4.695211390532325,0.9904828089269995,22,20
2025-01-01 23:45:00,-4.883989897477162,1.6331815160802128,22,20
